Id,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
2239,F,0.4600,0.3600,0.1150,0.4755,0.2105,0.1050,0.1600,8
4089,M,0.6100,0.3650,0.1550,1.0765,0.4880,0.2490,0.2700,9
3871,F,0.4500,0.3600,0.1100,0.4470,0.2030,0.0820,0.1300,12
2552,I,0.3100,0.2250,0.0750,0.1550,0.0650,0.0370,0.0365,6
1724,F,0.6550,0.5050,0.1950,1.4405,0.6880,0.3805,0.3630,11
2992,I,0.5950,0.4300,0.1650,0.9845,0.4525,0.2070,0.2725,8
2764,I,0.5500,0.4650,0.1500,0.9360,0.4810,0.1740,0.2435,9
3394,M,0.6200,0.4800,0.1600,1.0765,0.4120,0.2530,0.3000,13
855,F,0.5750,0.4650,0.1400,0.9580,0.4420,0.1815,0.2705,9
3914,I,0.5200,0.3900,0.1400,0.7325,0.2415,0.1440,0.2600,19
2771,F,0.5750,0.4350,0.1550,0.8975,0.4115,0.2325,0.2300,9
3731,F,0.5500,0.4150,0.1800,1.1655,0.5020,0.3010,0.3110,9
1737,F,0.6700,0.5500,0.1550,1.5660,0.8580,0.3390,0.3540,10
774,M,0.4900,0.3800,0.1400,0.7605,0.2450,0.1670,0.1850,10
3826,F,0.6800,0.5200,0.1850,1.5410,0.5985,0.3950,0.4575,10
1785,F,0.5350,0.4250,0.1350,0.7710,0.3765,0.1815,0.1795,8
3257,M,0.5050,0.3850,0.1100,0.6550,0.3185,0.1500,0.1850,9
1056,I,0.2000,0.1550,0.0400,0.0435,0.0155,0.0090,0.0070,4
819,I,0.3600,0.3000,0.0850,0.2700,0.1185,0.0640,0.0745,7
3571,F,0.5850,0.4650,0.1650,0.9355,0.4035,0.2275,0.2590,9
2464,F,0.5200,0.4050,0.1400,0.6915,0.2760,0.1370,0.2150,11
3868,F,0.4400,0.3400,0.1350,0.3975,0.1505,0.0945,0.1350,8
2573,I,0.4750,0.3550,0.1050,0.4680,0.2010,0.1115,0.1200,8
3189,M,0.5500,0.4050,0.1500,0.9235,0.4120,0.2135,0.2400,7
1693,I,0.6250,0.4850,0.1500,1.0440,0.4380,0.2865,0.2780,9
455,M,0.5750,0.4700,0.1400,0.8375,0.3485,0.1735,0.2400,11
52,M,0.4850,0.3600,0.1300,0.5415,0.2595,0.0960,0.1600,10
1656,F,0.6000,0.4750,0.1500,1.1300,0.5750,0.1960,0.3050,9
1806,M,0.6250,0.4900,0.1850,1.1690,0.5275,0.2535,0.3440,11
3415,F,0.5600,0.4650,0.1600,1.0315,0.4320,0.2025,0.3370,9
20,M,0.3550,0.2800,0.0950,0.2455,0.0955,0.0620,0.0750,11
194,F,0.5100,0.4000,0.1400,0.8145,0.4590,0.1965,0.1950,10
1213,I,0.2500,0.1900,0.0650,0.0835,0.0390,0.0150,0.0250,5
1086,I,0.4450,0.3350,0.1100,0.4110,0.1985,0.0935,0.1090,8
3867,F,0.5000,0.3900,0.1300,0.6355,0.2505,0.1635,0.1950,15
1217,I,0.3150,0.2300,0.0800,0.1375,0.0545,0.0310,0.0445,5
4055,F,0.6450,0.5000,0.1500,1.1590,0.4675,0.3355,0.3100,9
1454,I,0.4700,0.3550,0.1200,0.3685,0.1260,0.0835,0.1365,6
2396,I,0.6250,0.4650,0.1550,0.9720,0.4040,0.1845,0.3500,14
2650,I,0.5100,0.3950,0.1550,0.5395,0.2465,0.1085,0.1670,8
1756,F,0.7250,0.5650,0.2100,2.1425,1.0300,0.4870,0.5030,14
3747,I,0.3850,0.2900,0.1000,0.2575,0.1000,0.0610,0.0860,6
1735,M,0.6700,0.5200,0.1650,1.3900,0.7110,0.2865,0.3000,11
2887,I,0.5100,0.4000,0.1450,0.5775,0.2310,0.1430,0.1770,9
2839,F,0.5900,0.4550,0.1500,0.9760,0.4650,0.2055,0.2765,10
585,I,0.4950,0.3900,0.1250,0.6655,0.2840,0.1620,0.2000,11
360,M,0.6050,0.4900,0.1800,1.2270,0.4800,0.2870,0.3500,18
3671,I,0.5950,0.4700,0.1350,0.9365,0.4340,0.1840,0.2870,10
3974,I,0.4200,0.3200,0.1150,0.4090,0.2055,0.0935,0.1050,8
2762,I,0.5500,0.4200,0.1550,0.9120,0.4950,0.1805,0.2050,9
3684,I,0.6200,0.4700,0.1550,0.9660,0.4470,0.1710,0.2840,11
689,M,0.5900,0.4400,0.1500,0.9555,0.3660,0.2425,0.2950,11
4030,I,0.4350,0.3250,0.1000,0.3660,0.1740,0.0725,0.1090,7
1599,I,0.5300,0.4200,0.1300,0.8365,0.3745,0.1670,0.2490,11
468,F,0.6800,0.5500,0.2100,1.7445,0.5975,0.3050,0.6250,17
1315,I,0.5500,0.4250,0.1350,0.7305,0.3325,0.1545,0.2150,9
1147,M,0.5800,0.4500,0.1400,0.9615,0.4860,0.1815,0.2530,9
1686,M,0.6200,0.4800,0.1500,1.2660,0.6285,0.2575,0.3090,12
1222,I,0.3350,0.2450,0.0900,0.2015,0.0960,0.0405,0.0480,7
1714,F,0.6450,0.5100,0.1900,1.3630,0.5730,0.3620,0.3600,10
3210,M,0.5650,0.4500,0.1400,1.0055,0.3785,0.2440,0.2650,12
1099,I,0.5000,0.3750,0.1400,0.5495,0.2480,0.1120,0.1585,7
3690,M,0.6400,0.5000,0.1750,1.2730,0.5065,0.2925,0.4050,13
3708,F,0.6750,0.5300,0.1950,1.4985,0.6200,0.3750,0.4250,9
795,M,0.5150,0.4050,0.1450,0.6950,0.2150,0.1635,0.2340,15
2111,I,0.4550,0.3550,0.0800,0.4520,0.2165,0.0995,0.1250,9
2192,F,0.5750,0.4850,0.1650,1.0405,0.4190,0.2640,0.3000,14
557,F,0.6600,0.5000,0.1650,1.1905,0.4585,0.2980,0.3700,12
4051,M,0.6250,0.5000,0.1750,1.0565,0.4615,0.2580,0.3050,10
4149,I,0.2800,0.2150,0.0700,0.1240,0.0630,0.0215,0.0300,6
315,I,0.4500,0.3550,0.1100,0.4585,0.1940,0.0670,0.1400,8
1604,M,0.5400,0.4550,0.1400,0.9720,0.4190,0.2550,0.2690,10
926,I,0.4300,0.3250,0.0900,0.4250,0.2170,0.0870,0.0950,7
3077,M,0.6850,0.5100,0.1650,1.5450,0.6860,0.3775,0.4055,10
602,F,0.3900,0.3000,0.1000,0.2650,0.1075,0.0600,0.0865,13
1103,F,0.5050,0.3900,0.1250,0.5445,0.2460,0.1500,0.1405,7
1592,I,0.5250,0.3900,0.1200,0.6640,0.3115,0.1470,0.1780,9
3975,I,0.4400,0.3300,0.1350,0.4095,0.1630,0.1005,0.1190,6
157,M,0.6450,0.4850,0.2150,1.5140,0.5460,0.2615,0.6350,16
2005,I,0.3950,0.2900,0.0950,0.3000,0.1580,0.0680,0.0780,7
4171,M,0.5600,0.4300,0.1550,0.8675,0.4000,0.1720,0.2290,8
1959,F,0.6500,0.5100,0.1550,1.1890,0.4830,0.2780,0.3645,13
1980,F,0.7050,0.5350,0.2200,1.8660,0.9290,0.3835,0.4395,10
3012,I,0.3900,0.3000,0.1000,0.2665,0.1105,0.0590,0.0840,7
4069,I,0.4550,0.3350,0.1050,0.4055,0.1750,0.0920,0.1185,8
1648,M,0.5900,0.4900,0.1650,1.2070,0.5590,0.2350,0.3090,10
4006,M,0.5850,0.4650,0.1500,0.9800,0.4315,0.2545,0.2470,9
344,F,0.4600,0.4250,0.1550,0.7460,0.3005,0.1520,0.2400,8
4042,F,0.5750,0.4600,0.1650,0.9575,0.4815,0.1945,0.2360,10
2457,I,0.2500,0.1850,0.0650,0.0710,0.0270,0.0185,0.0225,5
442,F,0.5050,0.4250,0.1400,0.8500,0.2750,0.1625,0.2850,19
3790,F,0.6500,0.5050,0.1750,1.2075,0.5105,0.2620,0.3900,10
3965,I,0.2950,0.2200,0.0700,0.1365,0.0575,0.0295,0.0350,6
1636,M,0.5750,0.4700,0.1850,0.9850,0.3745,0.2175,0.3550,10
3467,M,0.6600,0.5250,0.1800,1.4780,0.5815,0.3810,0.3720,10
505,M,0.6000,0.4700,0.1750,1.1050,0.4865,0.2470,0.3150,15
2667,F,0.5850,0.4500,0.1500,0.9380,0.4670,0.2030,0.2250,7
18,M,0.3650,0.2950,0.0800,0.2555,0.0970,0.0430,0.1000,7
2184,I,0.3200,0.2350,0.0800,0.1485,0.0640,0.0310,0.0450,6
646,M,0.3300,0.2150,0.0750,0.1145,0.0450,0.0265,0.0350,6
1930,M,0.6200,0.4900,0.1600,1.0350,0.4400,0.2525,0.2850,11
772,M,0.3850,0.2750,0.1150,0.2685,0.0975,0.0825,0.0850,8
47,F,0.4600,0.3750,0.1200,0.4605,0.1775,0.1100,0.1500,7
2518,M,0.5000,0.4000,0.1300,0.7715,0.3700,0.1600,0.2110,8
1929,M,0.6150,0.4950,0.2000,1.2190,0.5640,0.2270,0.3885,10
3535,I,0.4000,0.2650,0.1000,0.2775,0.1245,0.0605,0.0800,9
4075,M,0.5450,0.4500,0.1500,0.7805,0.3795,0.1625,0.2160,8
1485,F,0.5900,0.4600,0.1450,0.9905,0.4530,0.2205,0.2750,8
3577,M,0.6000,0.4750,0.2300,1.1570,0.5220,0.2235,0.3600,11
3850,F,0.3750,0.2950,0.1100,0.3005,0.1255,0.0575,0.1035,7
1773,I,0.4650,0.3250,0.1400,0.7615,0.3620,0.1535,0.2090,10
3103,M,0.6450,0.5000,0.1800,1.4610,0.5985,0.2425,0.4390,11
1637,F,0.5750,0.4650,0.1950,0.9965,0.4170,0.2470,0.4700,8
2570,I,0.4650,0.3550,0.1100,0.4740,0.2300,0.1005,0.1200,7
3754,I,0.4850,0.3700,0.1400,0.5065,0.2425,0.0880,0.1465,8
1045,M,0.6900,0.5050,0.2000,1.8720,0.8930,0.4015,0.4800,10
1211,I,0.2450,0.2050,0.0600,0.0765,0.0340,0.0140,0.0215,4
1252,I,0.4100,0.3350,0.1100,0.3300,0.1570,0.0705,0.1700,7
1010,F,0.6200,0.5100,0.1800,1.3315,0.5940,0.2760,0.3880,11
2433,F,0.6600,0.5150,0.1800,1.5230,0.5400,0.3365,0.5550,16
1627,M,0.5700,0.4500,0.1400,0.7950,0.3385,0.1480,0.2450,9
1260,I,0.4400,0.3400,0.1200,0.4380,0.2115,0.0830,0.1200,9
1885,I,0.5550,0.4500,0.1750,0.7380,0.3040,0.1755,0.2200,9
128,M,0.7000,0.5350,0.1600,1.7255,0.6300,0.2635,0.5400,19
3929,F,0.6500,0.5150,0.2150,1.4980,0.5640,0.3230,0.4250,16
1054,I,0.1950,0.1500,0.0450,0.0375,0.0180,0.0060,0.0110,3
2939,F,0.6250,0.4900,0.1450,0.9200,0.4370,0.1735,0.2800,10
1257,I,0.4300,0.3400,0.0000,0.4280,0.2065,0.0860,0.1150,8
1105,F,0.5100,0.4000,0.1250,0.5450,0.2610,0.1150,0.1385,6
1925,F,0.6100,0.4700,0.1650,1.1785,0.5660,0.2785,0.2940,11
3792,F,0.6550,0.5200,0.1750,1.4720,0.6275,0.2700,0.4500,13
2648,M,0.5000,0.3800,0.1200,0.5765,0.2730,0.1350,0.1450,9
3866,F,0.5250,0.4300,0.1650,0.7170,0.2890,0.1745,0.1950,10
2055,I,0.4650,0.3550,0.0900,0.4325,0.2005,0.0740,0.1275,9
1845,I,0.4450,0.3300,0.1100,0.3580,0.1525,0.0670,0.1185,8
3021,I,0.4550,0.3550,0.1050,0.3720,0.1380,0.0765,0.1350,9
1301,I,0.5350,0.4000,0.1350,0.6025,0.2895,0.1210,0.1540,9
2132,F,0.5200,0.4100,0.1250,0.6985,0.2945,0.1625,0.2150,10
2921,F,0.6000,0.4500,0.1500,0.9625,0.4375,0.2225,0.2775,9
4076,I,0.5450,0.4300,0.1400,0.7720,0.2890,0.1900,0.2615,8
2248,M,0.3600,0.2700,0.0900,0.2225,0.0830,0.0530,0.0750,6
2807,M,0.7000,0.5400,0.2050,1.7400,0.7885,0.3730,0.4865,13
1263,F,0.4550,0.3650,0.1150,0.4305,0.1840,0.1080,0.1245,8
2411,I,0.5000,0.3950,0.1200,0.5370,0.2165,0.1085,0.1785,9
2358,F,0.6100,0.4850,0.2100,1.3445,0.5350,0.2205,0.5150,20
3911,I,0.3550,0.2700,0.1000,0.2160,0.0830,0.0370,0.0750,10
3659,M,0.5450,0.4100,0.1400,0.7370,0.3490,0.1500,0.2120,9
1030,F,0.6450,0.5150,0.1500,1.2120,0.5150,0.2055,0.3850,10
2910,M,0.5800,0.4450,0.1500,0.9525,0.4315,0.1945,0.2870,11
4168,F,0.5150,0.4000,0.1250,0.6150,0.2865,0.1230,0.1765,8
1857,I,0.5050,0.4000,0.1450,0.7045,0.3340,0.1425,0.2070,8
1512,F,0.6500,0.5000,0.1600,1.3825,0.7020,0.3040,0.3195,9
1709,M,0.6450,0.5100,0.1900,1.4745,0.6050,0.3450,0.4800,9
354,M,0.6350,0.5150,0.1700,1.2750,0.5090,0.2860,0.3400,16
1543,I,0.3650,0.2700,0.0850,0.2225,0.0935,0.0525,0.0660,7
876,M,0.6350,0.5100,0.1700,1.3555,0.6190,0.3050,0.3900,9
3696,M,0.6500,0.5250,0.2050,1.4275,0.6900,0.3060,0.4355,13
884,M,0.6600,0.5200,0.1900,1.5580,0.7550,0.2980,0.4000,10
490,M,0.5900,0.4550,0.1450,1.0730,0.4750,0.1900,0.2850,14
2668,F,0.5850,0.4350,0.1400,0.6955,0.3085,0.1290,0.2245,8
2369,I,0.5600,0.4400,0.1700,0.9445,0.3545,0.2175,0.3000,12
2490,M,0.4400,0.3250,0.1150,0.3900,0.1630,0.0870,0.1130,7
1142,M,0.5750,0.4450,0.1700,1.0225,0.5490,0.2175,0.2280,9
822,I,0.3800,0.2750,0.0950,0.1375,0.0860,0.0585,0.0605,7
3225,I,0.4400,0.3500,0.1200,0.3750,0.1425,0.0965,0.1150,9
665,F,0.3950,0.2950,0.0950,0.2245,0.0780,0.0540,0.0800,10
3789,F,0.6450,0.5100,0.1550,1.1290,0.5015,0.2400,0.3420,10
4109,M,0.4800,0.3650,0.1300,0.5305,0.2405,0.1270,0.1390,8
3542,I,0.4550,0.4350,0.1100,0.4265,0.1950,0.0900,0.1205,8
139,M,0.3750,0.2850,0.0950,0.2530,0.0960,0.0575,0.0925,9
2382,I,0.5250,0.4300,0.1500,0.7365,0.3225,0.1610,0.2150,11
2611,M,0.6300,0.4800,0.1650,1.2860,0.6040,0.2710,0.3500,8
250,I,0.3300,0.2500,0.1050,0.1715,0.0655,0.0350,0.0600,7
342,M,0.6200,0.4650,0.1850,1.2740,0.5790,0.3065,0.3200,12
2424,M,0.2600,0.2000,0.0650,0.0960,0.0440,0.0270,0.0300,6
792,M,0.4700,0.3700,0.1800,0.5100,0.1915,0.1285,0.1625,9
1000,F,0.5950,0.4500,0.1500,1.1140,0.5865,0.2205,0.2500,11
441,I,0.3350,0.2600,0.1000,0.1920,0.0785,0.0585,0.0700,8
1302,I,0.5350,0.4150,0.1500,0.5765,0.3595,0.1350,0.2250,8
3771,I,0.5750,0.4500,0.1450,0.7950,0.3640,0.1505,0.2600,10
2964,M,0.6700,0.5250,0.1700,1.4005,0.7150,0.3025,0.3870,9
916,I,0.3850,0.2650,0.0800,0.2510,0.1240,0.0370,0.0700,6
43,I,0.2050,0.1500,0.0550,0.0420,0.0255,0.0150,0.0120,5
2373,F,0.5000,0.4050,0.1500,0.5965,0.2530,0.1260,0.1850,12
3603,I,0.4200,0.3250,0.1100,0.3250,0.1245,0.0755,0.1025,7
2128,M,0.6200,0.5100,0.1750,1.1505,0.4375,0.2265,0.4000,12
2494,M,0.4000,0.3050,0.1300,0.2935,0.0960,0.0675,0.1050,9
270,F,0.6400,0.5250,0.2150,1.7790,0.4535,0.2855,0.5500,22
2857,M,0.6650,0.5150,0.1900,1.6385,0.8310,0.3575,0.3710,11
511,F,0.4550,0.3500,0.1400,0.5185,0.2210,0.1265,0.1350,10
475,M,0.5300,0.4150,0.1750,0.7395,0.2610,0.1395,0.2645,17
532,I,0.4700,0.3700,0.1200,0.4705,0.1845,0.1055,0.1550,12
1323,I,0.5600,0.4550,0.1450,0.9740,0.5470,0.1615,0.2350,9
893,I,0.2400,0.1750,0.0550,0.0705,0.0250,0.0140,0.0210,5
267,M,0.3500,0.2750,0.1100,0.2925,0.1225,0.0635,0.0905,8
233,I,0.2750,0.2150,0.0750,0.1155,0.0485,0.0290,0.0350,7
3303,F,0.5650,0.4500,0.1850,0.9285,0.3020,0.1805,0.2650,12
4086,M,0.5900,0.4500,0.1550,0.8740,0.3690,0.2135,0.2400,8
2064,M,0.5350,0.4200,0.1250,0.7380,0.3550,0.1895,0.1795,8
287,F,0.4950,0.4000,0.1550,0.6445,0.2420,0.1325,0.2050,17
733,M,0.5050,0.3800,0.1300,0.6560,0.2270,0.1785,0.2200,13
512,F,0.4900,0.3800,0.1450,0.6725,0.2490,0.1810,0.2100,10
810,M,0.5050,0.4050,0.1400,0.8750,0.2665,0.1740,0.2850,12
2734,I,0.4200,0.3250,0.1150,0.3140,0.1295,0.0635,0.1000,8
3913,I,0.5400,0.4000,0.1450,0.7570,0.3150,0.1810,0.2150,11
3471,F,0.7250,0.5800,0.1850,1.5230,0.8045,0.3595,0.4375,9
1679,F,0.6200,0.5150,0.1550,1.3255,0.6685,0.2605,0.3350,12
815,I,0.3250,0.2500,0.0800,0.1735,0.0765,0.0345,0.0490,7
828,I,0.4100,0.3250,0.1000,0.3940,0.2080,0.0655,0.1060,6
2480,F,0.5200,0.4250,0.1450,0.7000,0.2070,0.1905,0.2400,13
279,F,0.5150,0.4250,0.1350,0.7120,0.2665,0.1605,0.2500,11
3780,M,0.6150,0.4800,0.1850,1.2205,0.4985,0.3150,0.3300,10
3670,M,0.5900,0.4650,0.1350,0.9895,0.4235,0.1990,0.2800,8
2302,M,0.4600,0.3750,0.1300,0.5735,0.2505,0.1190,0.1950,9
3677,M,0.6050,0.4900,0.1650,1.1245,0.4920,0.2220,0.3555,11
2079,F,0.6200,0.4900,0.1600,1.0560,0.4930,0.2440,0.2725,9
3985,M,0.6300,0.4800,0.1850,1.2100,0.5300,0.2555,0.3220,11
2575,M,0.5000,0.3750,0.1450,0.6215,0.2740,0.1660,0.1485,7
2281,I,0.4850,0.4150,0.1400,0.5705,0.2500,0.1340,0.1850,8
3262,F,0.5950,0.4850,0.1450,1.2515,0.5035,0.2925,0.3300,14
3245,F,0.6950,0.5500,0.1600,1.6365,0.6940,0.3005,0.4400,13
3777,M,0.5850,0.4700,0.1450,0.9565,0.4025,0.2365,0.2650,9
3250,F,0.4350,0.3500,0.1250,0.4590,0.1970,0.1145,0.1450,9
3634,I,0.3600,0.2650,0.0850,0.1895,0.0725,0.0515,0.0550,6
4059,M,0.5150,0.3900,0.1200,0.6125,0.3020,0.1365,0.1415,8
3002,M,0.6450,0.5050,0.1850,1.4630,0.5920,0.3905,0.4160,10
309,M,0.5700,0.4350,0.1450,0.9055,0.3925,0.2355,0.2750,10
1827,I,0.3400,0.2600,0.0850,0.1885,0.0815,0.0335,0.0600,6
2618,F,0.6900,0.5450,0.2050,1.9330,0.7855,0.4290,0.4980,13
2501,F,0.3300,0.2600,0.0800,0.2000,0.0625,0.0500,0.0700,9
1981,F,0.7200,0.5750,0.1800,1.6705,0.7320,0.3605,0.5010,12
818,I,0.3500,0.2500,0.0700,0.1800,0.0655,0.0480,0.0540,6
2345,F,0.7100,0.5650,0.1950,1.7265,0.6380,0.3365,0.5650,17
1779,M,0.5000,0.3700,0.1500,1.0615,0.4940,0.2230,0.2960,9
3218,F,0.6400,0.5050,0.1900,1.2355,0.4435,0.3105,0.3650,14
3960,M,0.6900,0.5500,0.1950,1.7770,0.7690,0.3800,0.4305,11
1539,I,0.3550,0.2600,0.0900,0.1985,0.0715,0.0495,0.0580,7
1758,M,0.7350,0.5900,0.2150,1.7470,0.7275,0.4030,0.5570,11
1538,I,0.3550,0.2700,0.0750,0.1775,0.0790,0.0315,0.0540,6
1165,F,0.6150,0.4650,0.1500,0.9230,0.4615,0.1825,0.2415,9
892,I,0.2050,0.1400,0.0500,0.0460,0.0165,0.0120,0.0135,6
970,F,0.5150,0.4300,0.1400,0.8340,0.3670,0.2000,0.2300,8
2975,I,0.3200,0.2150,0.0950,0.3050,0.1400,0.0670,0.0885,6
3336,F,0.4500,0.3500,0.1250,0.4435,0.1850,0.0900,0.1450,11
1188,F,0.6900,0.5400,0.1550,1.4540,0.6240,0.3105,0.3900,9
3132,F,0.6850,0.5300,0.1700,1.5105,0.7385,0.3525,0.3725,10
2919,F,0.6000,0.4800,0.1700,1.0560,0.4575,0.2435,0.3135,10
3998,I,0.3750,0.2800,0.0800,0.2235,0.1150,0.0430,0.0550,6
2772,M,0.5800,0.4400,0.1750,1.2255,0.5405,0.2705,0.3265,10
77,F,0.6000,0.4700,0.1500,0.9220,0.3630,0.1940,0.3050,10
1417,M,0.7050,0.5650,0.5150,2.2100,1.1075,0.4865,0.5120,10
262,M,0.5300,0.4200,0.1650,0.8945,0.3190,0.2390,0.2450,11
198,M,0.5600,0.4500,0.1600,0.9220,0.4320,0.1780,0.2600,15
721,M,0.5550,0.4550,0.1600,1.0575,0.3925,0.2280,0.2930,13
3334,I,0.3900,0.3000,0.1050,0.2590,0.0955,0.0380,0.0850,8
2441,M,0.5400,0.4150,0.1700,0.8790,0.3390,0.2080,0.2550,10
2791,M,0.6250,0.5000,0.1400,1.0960,0.5445,0.2165,0.2950,10
2673,M,0.5950,0.4700,0.1650,1.1080,0.4915,0.2325,0.3345,9
3213,F,0.5550,0.4200,0.1400,0.8680,0.3300,0.2430,0.2100,13
431,M,0.6000,0.4700,0.1550,1.0360,0.4375,0.1960,0.3250,20
3977,I,0.4750,0.3500,0.1200,0.4905,0.2035,0.1300,0.1350,7
2953,F,0.6450,0.5200,0.1700,1.1970,0.5260,0.2925,0.3170,11
3814,I,0.3800,0.2750,0.0950,0.2425,0.1060,0.0485,0.2100,6
3791,F,0.6500,0.4950,0.1750,1.2270,0.5280,0.2580,0.3700,11
2890,M,0.5200,0.4650,0.1500,0.9505,0.4560,0.1990,0.2550,8
106,F,0.5450,0.4300,0.1650,0.8020,0.2935,0.1830,0.2800,11
2133,M,0.4400,0.3500,0.1100,0.4585,0.2000,0.0885,0.1300,9
1226,I,0.3500,0.2700,0.0750,0.2150,0.1000,0.0360,0.0650,6
1039,F,0.6600,0.4750,0.1800,1.3695,0.6410,0.2940,0.3350,6
513,M,0.3100,0.2200,0.0850,0.1460,0.0610,0.0365,0.0450,6
1725,M,0.6600,0.5000,0.1650,1.3195,0.6670,0.2690,0.3410,9
3406,I,0.3500,0.2800,0.0750,0.1960,0.0820,0.0400,0.0640,8
1678,I,0.6200,0.4850,0.1800,1.1540,0.4935,0.2560,0.3150,12
3883,M,0.5400,0.4250,0.1200,0.8170,0.2945,0.1530,0.1950,10
3127,F,0.6200,0.4850,0.1550,1.1945,0.5105,0.2710,0.3520,9
633,I,0.4700,0.3600,0.1300,0.5225,0.1980,0.1065,0.1650,9
3093,F,0.5200,0.4300,0.1500,0.7280,0.3020,0.1575,0.2350,11
1964,F,0.6600,0.5350,0.2050,1.4415,0.5925,0.2775,0.4900,10
1339,F,0.5800,0.4450,0.1500,0.8580,0.4000,0.1560,0.2530,8
3015,I,0.4200,0.3200,0.1100,0.3090,0.1150,0.0645,0.0945,6
2740,I,0.4550,0.3400,0.1150,0.4860,0.2610,0.0655,0.1315,8
301,F,0.5400,0.4350,0.1750,0.8920,0.3220,0.1740,0.3350,13
3584,M,0.6250,0.4900,0.1650,1.1835,0.5170,0.2375,0.3900,11
1817,F,0.6850,0.5350,0.1750,1.5845,0.7175,0.3775,0.4215,9
3711,M,0.7050,0.5500,0.2100,1.4385,0.6550,0.3255,0.4620,11
3613,F,0.6100,0.4900,0.1700,1.3475,0.7045,0.2500,0.3045,11
310,F,0.6300,0.4850,0.1900,1.2435,0.4635,0.3055,0.3900,21
2235,M,0.6000,0.4800,0.1750,1.2290,0.4125,0.2735,0.4150,13
1322,F,0.5600,0.4450,0.1550,1.2240,0.5565,0.3225,0.2695,10
2741,I,0.4600,0.3500,0.1000,0.4710,0.2520,0.0770,0.1230,8
2664,F,0.5700,0.4300,0.1600,0.8110,0.3875,0.1590,0.2285,9
4156,M,0.4750,0.3700,0.1100,0.4895,0.2185,0.1070,0.1460,8
1588,I,0.5150,0.3900,0.1250,0.5705,0.2380,0.1265,0.1850,8
1753,M,0.7200,0.5700,0.2000,1.8275,0.9190,0.3660,0.4850,10
1096,I,0.4750,0.3500,0.1000,0.4545,0.2165,0.1110,0.1150,7
904,I,0.3150,0.2300,0.0700,0.1440,0.0530,0.0305,0.0400,8
642,F,0.5900,0.4500,0.1600,0.9000,0.3580,0.1560,0.3150,19
3522,I,0.2400,0.1850,0.0600,0.0655,0.0295,0.0005,0.0200,4
3255,I,0.3000,0.2300,0.0750,0.1500,0.0605,0.0420,0.0450,5
3004,F,0.6700,0.5150,0.1700,1.4265,0.6605,0.3395,0.3700,11
3430,I,0.3250,0.2400,0.0750,0.1520,0.0650,0.0305,0.0450,6
593,F,0.6600,0.5200,0.1800,1.5140,0.5260,0.2975,0.4200,19
2412,M,0.3100,0.2450,0.0950,0.1500,0.0525,0.0340,0.0480,7
260,F,0.5400,0.4750,0.1550,0.9280,0.3940,0.1940,0.2600,11
2535,F,0.6400,0.5000,0.1800,1.4995,0.5930,0.3140,0.4310,11
4084,F,0.5750,0.4800,0.1700,1.1000,0.5060,0.2485,0.3100,10
2849,M,0.6300,0.4900,0.1650,1.2005,0.5750,0.2730,0.2940,10
2450,F,0.4200,0.3300,0.1250,0.4630,0.1860,0.1100,0.1450,10
2488,M,0.5000,0.3850,0.1450,0.7615,0.2460,0.1950,0.2040,14
3061,M,0.6300,0.4950,0.1800,1.3100,0.4950,0.2950,0.4695,10
3652,F,0.5250,0.4250,0.1400,0.8735,0.4205,0.1820,0.2225,10
4148,M,0.7700,0.6050,0.1750,2.0505,0.8005,0.5260,0.3550,11
1570,M,0.4750,0.3600,0.1000,0.4285,0.1965,0.0990,0.1120,7
4096,F,0.6350,0.5000,0.1750,1.4770,0.6840,0.3005,0.3900,12
1840,I,0.4300,0.3400,0.1000,0.3405,0.1395,0.0665,0.1200,8
3618,M,0.6300,0.5150,0.1700,1.3850,0.6355,0.2955,0.3800,11
2001,I,0.3600,0.2700,0.0850,0.2185,0.1065,0.0380,0.0620,6
3030,I,0.5200,0.3950,0.1150,0.6445,0.3155,0.1245,0.1860,11
986,F,0.5700,0.4550,0.1500,1.1070,0.5400,0.2550,0.2700,8
2082,F,0.6650,0.5250,0.2100,1.6440,0.8180,0.3395,0.4275,10
3588,M,0.6500,0.5150,0.1850,1.3745,0.7500,0.1805,0.3690,12
101,M,0.5500,0.4350,0.1450,0.8430,0.3280,0.1915,0.2550,15
4037,I,0.5400,0.4150,0.1550,0.7020,0.3220,0.1670,0.1900,10
2043,I,0.3950,0.2950,0.1000,0.2930,0.1400,0.0620,0.0820,7
1486,F,0.5950,0.4550,0.1600,1.0400,0.4520,0.2655,0.2880,9
3532,I,0.3800,0.2850,0.0900,0.2305,0.1005,0.0390,0.0775,7
946,F,0.4700,0.3650,0.1200,0.5820,0.2900,0.0920,0.1460,8
1901,M,0.5750,0.4350,0.1350,0.9920,0.4320,0.2225,0.2390,10
1258,I,0.4300,0.3150,0.0950,0.3780,0.1750,0.0800,0.1045,8
1683,F,0.6200,0.4800,0.1800,1.2215,0.5820,0.2695,0.3130,12
3129,F,0.6300,0.4900,0.1700,1.2155,0.4625,0.2045,0.3105,10
2158,M,0.5600,0.4200,0.1950,0.8085,0.3025,0.1795,0.2850,14
1455,M,0.4750,0.3700,0.1250,0.6490,0.3470,0.1360,0.1420,8
